,location,tweetid,timestamp,retweetcount,text,hashtags
2104,🌎-I FOLLOW IN 24 ⌛️hrs /LESS,1553942477773721600,2022-08-01 03:15:32,2,"In pictures: Catastrophic flooding in Kentucky https://t.co/TQEPQARxk4
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden","[{'text': 'Biden', 'indices': [71, 77]}, {'text': 'CNN', 'indices': [78, 82]}, {'text': 'India', 'indices': [83, 89]}, {'text': 'World', 'indices': [90, 96]}, {'text': 'saudi', 'indices': [97, 103]}, {'text': 'twitter', 'indices': [104, 112]}, {'text': 'Movie', 'indices': [113, 119]}, {'text': 'BB', 'indices': [120, 123]}, {'text': 'Breaking', 'indices': [124, 133]}, {'text': 'StrongerTogether', 'indices': [134, 151]}, {'text': 'Vote', 'indices': [152, 157]}, {'text': 'News', 'indices': [158, 163]}, {'text': 'China', 'indices': [164, 170]}, {'text': 'USA', 'indices': [171, 175]}, {'text': 'UK', 'indices': [176, 179]}, {'text': 'Russia', 'indices': [180, 187]}, {'text': 'Ukraine', 'indices': [188, 196]}, {'text': 'WW3', 'indices': [197, 201]}, {'text': 'Putin', 'indices': [202, 208]}, {'text': 'Sweden', 'indices': [209, 216]}]"
2105,🌎-I FOLLOW IN 24 ⌛️hrs /LESS,1553942477811351554,2022-08-01 03:15:32,2,"Conservative writer warns US democracy could fail if Trump is elected https://t.co/ypTUOZUAuU
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden","[{'text': 'Biden', 'indices': [94, 100]}, {'text': 'CNN', 'indices': [101, 105]}, {'text': 'India', 'indices': [106, 112]}, {'text': 'World', 'indices': [113, 119]}, {'text': 'saudi', 'indices': [120, 126]}, {'text': 'twitter', 'indices': [127, 135]}, {'text': 'Movie', 'indices': [136, 142]}, {'text': 'BB', 'indices': [143, 146]}, {'text': 'Breaking', 'indices': [147, 156]}, {'text': 'StrongerTogether', 'indices': [157, 174]}, {'text': 'Vote', 'indices': [175, 180]}, {'text': 'News', 'indices': [181, 186]}, {'text': 'China', 'indices': [187, 193]}, {'text': 'USA', 'indices': [194, 198]}, {'text': 'UK', 'indices': [199, 202]}, {'text': 'Russia', 'indices': [203, 210]}, {'text': 'Ukraine', 'indices': [211, 219]}, {'text': 'WW3', 'indices': [220, 224]}, {'text': 'Putin', 'indices': [225, 231]}, {'text': 'Sweden', 'indices': [232, 239]}]"
2106,🌎-I FOLLOW IN 24 ⌛️hrs /LESS,1553942477886918656,2022-08-01 03:15:32,2,"A man with a loaded AK-47 was arrested outside an Iranian journalist's Brooklyn home https://t.co/LEzKZtY3mN
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden","[{'text': 'Biden', 'indices': [109, 115]}, {'text': 'CNN', 'indices': [116, 120]}, {'text': 'India', 'indices': [121, 127]}, {'text': 'World', 'indices': [128, 134]}, {'text': 'saudi', 'indices': [135, 141]}, {'text': 'twitter', 'indices': [142, 150]}, {'text': 'Movie', 'indices': [151, 157]}, {'text': 'BB', 'indices': [158, 161]}, {'text': 'Breaking', 'indices': [162, 171]}, {'text': 'StrongerTogether', 'indices': [172, 189]}, {'text': 'Vote', 'indices': [190, 195]}, {'text': 'News', 'indices': [196, 201]}, {'text': 'China', 'indices': [202, 208]}, {'text': 'USA', 'indices': [209, 213]}, {'text': 'UK', 'indices': [214, 217]}, {'text': 'Russia', 'indices': [218, 225]}, {'text': 'Ukraine', 'indices': [226, 234]}, {'text': 'WW3', 'indices': [235, 239]}, {'text': 'Putin', 'indices': [240, 246]}, {'text': 'Sweden', 'indices': [247, 254]}]"
2107,🌎-I FOLLOW IN 24 ⌛️hrs /LESS,1553942478197325826,2022-08-01 03:15:32,2,"Japan is open to travel. So why aren't tourists coming back? https://t.co/AsYbmpLVb7
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden","[{'text': 'Biden', 'indices': [85, 91]}, {'text': 'CNN', 'indices': [92, 96]}, {'text': 'India', 'indices': [97, 103]}, {'text': 'World', 'indices': [104, 110]}, {'text': 'saudi', 'indices': [111, 117]}, {'text': 'twitter', 'indices': [118, 126]}, {'text': 'Movie', 'indices': [127, 133]}, {'text': 'BB', 'indices': [134, 137]}, {'text': 'Breaking', 'indices': [138, 147]}, {'text': 'StrongerTogether', 'indices': [148, 165]}, {'text': 'Vote', 'indices': [166, 171]}, {'text': 'News', 'indices': [172, 177]}, {'text': 'China', 'indices': [178, 184]}, {'text': 'USA', 'indices': [185, 189]}, {'text': 'UK', 'indices': [190, 193]}, {'text': 'Russia', 'indices': [194, 201]}, {'text': 'Ukraine', 'indices': [202, 210]}, {'text': 'WW3', 'indices': [211, 215]}, {'text': 'Putin', 'indices': [216, 222]}, {'text': 'Sweden', 'indices': [223, 230]}]"
2108,🌎-I FOLLOW IN 24 ⌛️hrs /LESS,1553942479178702849,2022-08-01 03:15:32,2,"Unidentified man saves grandmother and her relatives as their home is nearly swallowed by Kentucky floodwaters https://t.co/viMmhPDe1x
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden","[{'text': 'Biden', 'indices': [135, 141]}, {'text': 'CNN', 'indices': [142, 146]}, {'text': 'India', 'indices': [147, 153]}, {'text': 'World', 'indices': [154, 160]}, {'text': 'saudi', 'indices': [161, 167]}, {'text': 'twitter', 'indices': [168, 176]}, {'text': 'Movie', 'indices': [177, 183]}, {'text': 'BB', 'indices': [184, 187]}, {'text': 'Breaking', 'indices': [188, 197]}, {'text': 'StrongerTogether', 'indices': [198, 215]}, {'text': 'Vote', 'indices': [216, 221]}, {'text': 'News', 'indices': [222, 227]}, {'text': 'China', 'indices': [228, 234]}, {'text': 'USA', 'indices': [235, 239]}, {'text': 'UK', 'indices': [240, 243]}, {'text': 'Russia', 'indices': [244, 251]}, {'text': 'Ukraine', 'indices': [252, 260]}, {'text': 'WW3', 'indices': [261, 265]}, {'text': 'Putin', 'indices': [266, 272]}, {'text': 'Sweden', 'indices': [273, 280]}]"
2109,,1553942485600067585,2022-08-01 03:15:34,0,@ColoradoGuy2424 @elonmusk Hahaha. You don’t say. #biden is the biggest Trojan horse of the history of the USA. The #basement #POTUS that was voted in by the now exposed #twitter bots. I hear the #mules are already lining up for the midterms. Just waiting for the next “accidental” crisis to start.,"[{'text': 'biden', 'indices': [50, 56]}, {'text': 'basement', 'indices': [116, 125]}, {'text': 'POTUS', 'indices': [126, 132]}, {'text': 'twitter', 'indices': [170, 178]}, {'text': 'mules', 'indices': [196, 202]}]"
2110,"Jacksonville, FL ",1553942513995710465,2022-08-01 03:15:40,0,While I’m falling asleep in my warm bed in my country soldiers are sleeping on a ground and fighting for freedom 🇺🇦 ❗️❗️ I will not stop to reminding you that #russiaisaterrorisstate remember it nothing will stop them besides death❗️❗️❗️,"[{'text': 'russiaisaterrorisstate', 'indices': [159, 182]}]"
2111,sydney,1553942528201670656,2022-08-01 03:15:44,1,Why I Trust #PUTIN.. more than #SCHWAB Shitheads https://t.co/Z6QqM9ytVz,"[{'text': 'PUTIN', 'indices': [12, 18]}, {'text': 'SCHWAB', 'indices': [31, 38]}]"
2112,"California, USA",1553942593779552257,2022-08-01 03:15:59,0,"Former Intelligence Office and currently fighting to defend #Ukraine. Fascinating guy and although he can seem a bit alarmist to me, I also think much of what he is warning us about, is real.  #MalcolmNance: Behind the Ideology of the #TrumpInsurgency https://t.co/32Vo4opFBy","[{'text': 'Ukraine', 'indices': [60, 68]}, {'text': 'MalcolmNance', 'indices': [193, 206]}, {'text': 'TrumpInsurgency', 'indices': [235, 251]}]"
2113,,1553942602340511744,2022-08-01 03:16:01,1,"#China #Communism

1/2 Communism breeds war, famine, slaughter, and tyranny. These in themselves are terrifying enough, but the damage dealt by communism goes far beyond this. It has become increasingly clear to many that, unlike any other system in history, ... https://t.co/xdCDdFnoGB","[{'text': 'China', 'indices': [0, 6]}, {'text': 'Communism', 'indices': [7, 17]}]"
2114,"Dhaka, Bangladesh",1553942673501081601,2022-08-01 03:16:18,0,"Zelenskiy says grain harvest may be halved by war

#Russia #ukraine #Zelenskiy
https://t.co/eqAwbtttux","[{'text': 'Russia', 'indices': [51, 58]}, {'text': 'ukraine', 'indices': [59, 67]}, {'text': 'Zelenskiy', 'indices': [68, 78]}]"
2115,,1553942675044216832,2022-08-01 03:16:19,0,"#putinista #SusanSarandon is full on  #putin #Hitlerian #maga #MAGAt #maggot 
#VoteBlue2022 #Vote #DEM up &amp; down ticket 🗳 🌊 🇺🇸 https://t.co/8DysnEIywX","[{'text': 'putinista', 'indices': [0, 10]}, {'text': 'SusanSarandon', 'indices': [11, 25]}, {'text': 'putin', 'indices': [38, 44]}, {'text': 'Hitlerian', 'indices': [45, 55]}, {'text': 'maga', 'indices': [56, 61]}, {'text': 'MAGAt', 'indices': [62, 68]}, {'text': 'maggot', 'indices': [69, 76]}, {'text': 'VoteBlue2022', 'indices': [78, 91]}, {'text': 'Vote', 'indices': [92, 97]}, {'text': 'DEM', 'indices': [98, 102]}]"
2116,"Perth, Western Australia",1553942674318970880,2022-08-01 03:16:19,0,"DailyReckoningComAu has published "" The Fed?s Secrets "" on 1/8/2022 #China #WallStreet #Inflation 

https://t.co/uzrCNAmuJM

Get More Now! https://t.co/ss0PylKnar","[{'text': 'China', 'indices': [68, 74]}, {'text': 'WallStreet', 'indices': [75, 86]}, {'text': 'Inflation', 'indices': [87, 97]}]"
2117,,1553942680304029697,2022-08-01 03:16:20,0,"#Biden's border corrupts #US/#Mexican border intent by authorizing free #abortions for very young pregnant Mexican girls who illegally cross borders while unaccompanied! Such leadership is corrupt, immoral, indecent &amp; unethical...even for him! Can somebody tell him this is WRONG! https://t.co/GUp7sztNYp","[{'text': 'Biden', 'indices': [0, 6]}, {'text': 'US', 'indices': [25, 28]}, {'text': 'Mexican', 'indices': [29, 37]}, {'text': 'abortions', 'indices': [72, 82]}]"
2118,,1553942691045470208,2022-08-01 03:16:23,0,There's no need to repair the potholes on the #AntonovskiyBridge  in  #kherson.  It would be a better use of the Russian soldier's time to walk home and live in peace.,"[{'text': 'AntonovskiyBridge', 'indices': [46, 64]}, {'text': 'kherson', 'indices': [70, 78]}]"
2119,,1553942702219300864,2022-08-01 03:16:25,0,"I'm sorry. I mad some shit again.

Always making shit but still president of so called Belgrade.

#Kosovo is an independent country and I approve this tweet.","[{'text': 'Kosovo', 'indices': [98, 105]}]"
2120,People's Republic of New York,1553942715372634114,2022-08-01 03:16:28,0,@AZmilitary1 If only Von der Leyen could say the same thing about the #Russia-Ukraine conflict. But of course that's not one of her pet projects.,"[{'text': 'Russia', 'indices': [70, 77]}]"
2121,Singapore,1553942806347288577,2022-08-01 03:16:50,0,Curious about the little hairy-looking colorful balls? Rambutan is a kind of tropical fruit that grows in a tree that can reach up to 80 feet in height and thrives best in Hainan. #China #Sanya #rambutan #tropicalfruit https://t.co/5bpl6OcbTA,"[{'text': 'China', 'indices': [180, 186]}, {'text': 'Sanya', 'indices': [187, 193]}, {'text': 'rambutan', 'indices': [194, 203]}, {'text': 'tropicalfruit', 'indices': [204, 218]}]"
2122,,1553942820506976256,2022-08-01 03:16:53,10,"Ohh, it's so cute and adorable 😍💜 Tini Jiminie, dancing to Daydream 
#HOBIPALOOZA 
#jhopeAtLollapalooza 
@BTS_twt https://t.co/Gi7zhPlpAu","[{'text': 'HOBIPALOOZA', 'indices': [69, 81]}, {'text': 'jhopeAtLollapalooza', 'indices': [83, 103]}]"
2123,South Pole,1553942840027545601,2022-08-01 03:16:58,0,"#China #Taiwan #Pelosi ---&gt; The #USA  could muster only 2 Carriers (CVN 72 / 76) against the might of PLAAF --&gt; Regretfully, USN  developed cold feet --&gt; Davy Jones Locker is quite deep in the Pacific Ocean 😱 
@BharatKarnad thought otherwise 😀
https://t.co/7i7vnFE7Ow","[{'text': 'China', 'indices': [0, 6]}, {'text': 'Taiwan', 'indices': [7, 14]}, {'text': 'Pelosi', 'indices': [15, 22]}, {'text': 'USA', 'indices': [35, 39]}]"
2124,"Ningbo City,China",1553942842061766657,2022-08-01 03:16:59,0,#enginetimingtool #vag #handtools #BYtools #china #factory #supplier #manufacturer #carsrepair #autoparts  Product presentation: Engine Timing Tool Kit For VAG2 54 9DTDIPD A1143. https://t.co/g9Sf2h3VQU 来自 @YouTube,"[{'text': 'enginetimingtool', 'indices': [0, 17]}, {'text': 'vag', 'indices': [18, 22]}, {'text': 'handtools', 'indices': [23, 33]}, {'text': 'BYtools', 'indices': [34, 42]}, {'text': 'china', 'indices': [43, 49]}, {'text': 'factory', 'indices': [50, 58]}, {'text': 'supplier', 'indices': [59, 68]}, {'text': 'manufacturer', 'indices': [69, 82]}, {'text': 'carsrepair', 'indices': [83, 94]}, {'text': 'autoparts', 'indices': [95, 105]}]"
2125,"Perth, Western Australia",1553942850961756161,2022-08-01 03:17:01,0,"From DailyReckoningComAu "" Two Markets Doing 180 Degree Turns "" published 1/8/2022 $REA #India #China #realestate 
https://t.co/wntCQuO1EV","[{'text': 'India', 'indices': [88, 94]}, {'text': 'China', 'indices': [95, 101]}, {'text': 'realestate', 'indices': [102, 113]}]"
2126,,1553942867252375552,2022-08-01 03:17:05,1,"I don’t understand the language, but my guess is it says:  Get off our land, or we are gonna kick your ass!  Something along those line 😉  Slava Ukraini! 🇺🇦 #RussiaIsATerroristState https://t.co/4esGCDiTh3","[{'text': 'RussiaIsATerroristState', 'indices': [157, 181]}]"
2127,Singapore,1553942883593441281,2022-08-01 03:17:08,1,"@Reuters There's absolutely no legitimacy to claim ROC #Taiwan as part of PRC #China. Before PRC is formed in 1949, ROC governs the whole CN from 1912. #CCP usurped mainland CN from ROC in 1949 to form PRC. So by all forms n definitions, TW remains ROC's. TW is never part of PRC.
#Pelosi","[{'text': 'Taiwan', 'indices': [55, 62]}, {'text': 'China', 'indices': [78, 84]}, {'text': 'CCP', 'indices': [152, 156]}, {'text': 'Pelosi', 'indices': [281, 288]}]"
2128,"San Jose, CA",1553942913532407808,2022-08-01 03:17:16,0,"@MOR79662288 @visegrad24 Only russian scumbag troops use human shields and target civilians. It's putler's go-to stategy. They myth of russia as a superpower has been exposed to the world... cowardly, thieving, raping, war criminal troops with trash weapons. #SlavaUkraini https://t.co/fItzYTzeKA","[{'text': 'SlavaUkraini', 'indices': [259, 272]}]"
2129,"Muranga, Kenya",1553942916481024008,2022-08-01 03:17:16,0,"SELF-SERVING GOSPEL
Self maintenance Gospel is that gospel proclaimed with an aim of having followers to fund an institutional or an individual interests...
https://t.co/K9I5UdzwLE

#selfserving #selfish #Serbia #selfinterests
#BobbyNdungu https://t.co/6zxpM56Ir2","[{'text': 'selfserving', 'indices': [182, 194]}, {'text': 'selfish', 'indices': [195, 203]}, {'text': 'Serbia', 'indices': [204, 211]}, {'text': 'selfinterests', 'indices': [212, 226]}, {'text': 'BobbyNdungu', 'indices': [227, 239]}]"
2130,#StandWithUkraine ,1553942934298497024,2022-08-01 03:17:21,3,"Absolutely. Give them what they need for a clear, decisive, and fast as possible victory and #Ukrainewillwin
#StandWithUkraine #Ukraine https://t.co/FqA9KWUJhG","[{'text': 'Ukrainewillwin', 'indices': [93, 108]}, {'text': 'StandWithUkraine', 'indices': [109, 126]}, {'text': 'Ukraine', 'indices': [127, 135]}]"
2131,Canada,1553942941059743744,2022-08-01 03:17:22,0,"#PBOC sets USD/ #CNY reference rate for today at 6.7467(vs. estimate at 6.7467)

#china #usdcny
#asia","[{'text': 'PBOC', 'indices': [0, 5]}, {'text': 'CNY', 'indices': [16, 20]}, {'text': 'china', 'indices': [81, 87]}, {'text': 'usdcny', 'indices': [88, 95]}, {'text': 'asia', 'indices': [96, 101]}]"
2132,India,1553942974207180800,2022-08-01 03:17:30,9,"Russian company transfers money to complete Akkuyu nuclear power plant in Turkey

Read @ANI Story | https://t.co/qC4O6uDfps
#EUSanctions #US #AkkuyuNuclearPowerPlant #Russia https://t.co/N2OHqksLkg","[{'text': 'EUSanctions', 'indices': [124, 136]}, {'text': 'US', 'indices': [137, 140]}, {'text': 'AkkuyuNuclearPowerPlant', 'indices': [141, 165]}, {'text': 'Russia', 'indices': [166, 173]}]"
2133,Brisbane,1553942984839729152,2022-08-01 03:17:33,4,"Chinese spy for CCP to stand trial. 

67yo Duong, sought to cultivate a relationship with former Coalition Minister Alan Tudge and use that relationship to advance the interests of the Chinese Communist Party.

Australia is full of 🇨🇳#China🇨🇳 spies. 

https://t.co/q6PCkymTgV","[{'text': 'China', 'indices': [234, 240]}]"
2134,Хай живе Україна,1553942986353848320,2022-08-01 03:17:33,0,Some 15 Russian ammo depots destroyed in Ukraine over past weeks https://t.co/jFpPsI16Kr #Ukraine,"[{'text': 'Ukraine', 'indices': [89, 97]}]"
2135,In Love with every breath...,1553943012689985536,2022-08-01 03:17:39,0,"WHY WOULD YOU #VOTE FOR #BIDEN AGAIN??
#BETOTEXAS🗳 https://t.co/k9vdfJhFeN","[{'text': 'VOTE', 'indices': [14, 19]}, {'text': 'BIDEN', 'indices': [24, 30]}, {'text': 'BETOTEXAS', 'indices': [39, 49]}]"
2136,"📍Artibonite, Haïti-Le Monde🌍",1553943044298342400,2022-08-01 03:17:47,1,"1️⃣ #China’s chilling ‘war signal heard during meeting’ as country holds military drills near #Taiwan

The phrase “Don’t say we didn’t warn you” was issued before China’s last 2 major wars.

Sending fighter jets to intercept Pelosi’s plane remains an option
https://t.co/wG9dG5Ev00","[{'text': 'China', 'indices': [4, 10]}, {'text': 'Taiwan', 'indices': [94, 101]}]"
2137,,1553943065185902592,2022-08-01 03:17:52,0,"More than 50 killed, 70 injured after an attack on Ukrainian prisoners.

The Olenivka prison is located within the Russian-occupied Donetsk region.

Here's the full story.

#ukraine #ukrainianwar #azov #olenivka #russia https://t.co/9oUaXS46fQ","[{'text': 'ukraine', 'indices': [173, 181]}, {'text': 'ukrainianwar', 'indices': [182, 195]}, {'text': 'azov', 'indices': [196, 201]}, {'text': 'olenivka', 'indices': [202, 211]}, {'text': 'russia', 'indices': [212, 219]}]"
2138,Gaming and entertainment news,1553943107158216704,2022-08-01 03:18:02,1,Some 15 Russian ammo depots destroyed in Ukraine over past weeks https://t.co/GLjRLdko5h  | UA no-fly zone #StopPutin #ArmUkraineNow #StandUpforUkraine,"[{'text': 'StopPutin', 'indices': [107, 117]}, {'text': 'ArmUkraineNow', 'indices': [118, 132]}, {'text': 'StandUpforUkraine', 'indices': [133, 151]}]"
2139,USA,1553943132403863552,2022-08-01 03:18:08,4,"'5⭐@ninsthewriter creates visual images with her descriptions and toys with the reader’s emotions.'

https://t.co/dWP4rIpW96

'heartwarming, emotional &amp; bittersweet!'

#romance #historical #histfic #historicalfiction #historicalromance #China #IARTG 
#Kindle #books #ebooks https://t.co/kfPdldu9El","[{'text': 'romance', 'indices': [172, 180]}, {'text': 'historical', 'indices': [181, 192]}, {'text': 'histfic', 'indices': [193, 201]}, {'text': 'historicalfiction', 'indices': [202, 220]}, {'text': 'historicalromance', 'indices': [221, 239]}, {'text': 'China', 'indices': [240, 246]}, {'text': 'IARTG', 'indices': [247, 253]}, {'text': 'Kindle', 'indices': [255, 262]}, {'text': 'books', 'indices': [263, 269]}, {'text': 'ebooks', 'indices': [270, 277]}]"
2140,"Missouri, USA",1553943133498576896,2022-08-01 03:18:08,0,@KyivIndependent Because civilians are the main target. It’s a war of terror #russiaisaterrorisstate,"[{'text': 'russiaisaterrorisstate', 'indices': [77, 100]}]"
2141,"Beijing, China",1553943165782355968,2022-08-01 03:18:16,0,.#China's national observatory on Sunday continued to issue a yellow alert for high #temperatures as an intense #heatwave lingers in many regions of the country. https://t.co/MWfRjmddlr,"[{'text': 'China', 'indices': [1, 7]}, {'text': 'temperatures', 'indices': [84, 97]}, {'text': 'heatwave', 'indices': [112, 121]}]"
2142,Canada,1553943184580886528,2022-08-01 03:18:20,2,"#Mentioned to
other #AntiFascists, just yesterday,
#SBU #СБУ #Азов #AzovBattalion
no problem using #Civilians as
#HumanShields or killing them #Indiscriminately,
or using their fellow #Azovstal #Azov #NeoNazis to
make #False #Martyrs[#ExtraJudicialMurders]
https://t.co/lz7urahVE3 https://t.co/bWwhqjDE29","[{'text': 'Mentioned', 'indices': [0, 10]}, {'text': 'AntiFascists', 'indices': [20, 33]}, {'text': 'SBU', 'indices': [51, 55]}, {'text': 'СБУ', 'indices': [56, 60]}, {'text': 'Азов', 'indices': [61, 66]}, {'text': 'AzovBattalion', 'indices': [67, 81]}, {'text': 'Civilians', 'indices': [99, 109]}, {'text': 'HumanShields', 'indices': [113, 126]}, {'text': 'Indiscriminately', 'indices': [143, 160]}, {'text': 'Azovstal', 'indices': [184, 193]}, {'text': 'Azov', 'indices': [194, 199]}, {'text': 'NeoNazis', 'indices': [200, 209]}, {'text': 'False', 'indices': [218, 224]}, {'text': 'Martyrs', 'indices': [225, 233]}, {'text': 'ExtraJudicialMurders', 'indices': [234, 255]}]"
2143,,1553943253824974850,2022-08-01 03:18:37,0,"Seems like Serbia wouldn't play along with sanctions against Russia, and worse yet they signed a gas deal with them. The result? Release the Jackals. #Serbia #Kosovo #NATO #Russia #Ukraine https://t.co/zTChT0CSyU","[{'text': 'Serbia', 'indices': [150, 157]}, {'text': 'Kosovo', 'indices': [158, 165]}, {'text': 'NATO', 'indices': [166, 171]}, {'text': 'Russia', 'indices': [172, 179]}, {'text': 'Ukraine', 'indices': [180, 188]}]"
2144,World,1553943264373325824,2022-08-01 03:18:39,0,"The Backlit Garden | Beijing, China | Jianan Landscape Design Office
https://t.co/F4Ex1I6fN8  #china #beijing #landscapearchitecture #residential #garden","[{'text': 'china', 'indices': [94, 100]}, {'text': 'beijing', 'indices': [101, 109]}, {'text': 'landscapearchitecture', 'indices': [110, 132]}, {'text': 'residential', 'indices': [133, 145]}, {'text': 'garden', 'indices': [146, 153]}]"
2145,"USA, Ukraine, Latvia",1553943281976868866,2022-08-01 03:18:43,4,"E07 – The English Man #Russian Numbers Station Profile
https://t.co/iWECWQNcx9","[{'text': 'Russian', 'indices': [22, 30]}]"
2146,Planet Earth,1553943326721822720,2022-08-01 03:18:54,0,"A single-#atom #thick #material could make a #SpaceElevator a reality. ""Graphene production has reached the point where kilometre-scale continuous graphene fibres can be produced"" #graphene #carbonnanotube #NASA #China https://t.co/urZilRzNTF","[{'text': 'atom', 'indices': [9, 14]}, {'text': 'thick', 'indices': [15, 21]}, {'text': 'material', 'indices': [22, 31]}, {'text': 'SpaceElevator', 'indices': [45, 59]}, {'text': 'graphene', 'indices': [180, 189]}, {'text': 'carbonnanotube', 'indices': [190, 205]}, {'text': 'NASA', 'indices': [206, 211]}, {'text': 'China', 'indices': [212, 218]}]"
2147,Mumbai,1553943333026017280,2022-08-01 03:18:56,0,"#China General PMI Falls in July
The NBS Composite PMI Output Index in China dropped to 52.5 in July 2022 from a 13-month high of 54.1 in the prior month, due to the rising number of COVID-19 infections and mobility restrictions in some cities. 
#Kediaupdates","[{'text': 'China', 'indices': [0, 6]}, {'text': 'Kediaupdates', 'indices': [246, 259]}]"
2148,🇨🇦,1553943406602113025,2022-08-01 03:19:13,0,"@UAarmy_animals RIP brave hero! I pray for comfort for his family! ❤🙏 The world will remember all the evil that Russia has done to Ukraine.
#RussiaIsATerroristState #RussianWarCrimes","[{'text': 'RussiaIsATerroristState', 'indices': [140, 164]}, {'text': 'RussianWarCrimes', 'indices': [165, 182]}]"
2149,Tamilnadu,1553943413170393088,2022-08-01 03:19:15,3,"Tensions between China and Taiwan are escalating!!!!! #war #China 

Trade carefully guy's 👍 keep supporting me 👍 If i get information china war I will share my twitter handle 

$AVAX $SOL $FILE  $EGLD  $MATIC $FTM $SWFTC  $METIS  $NEST $BNB $pundix $hive $epx $ava $fil $sylo https://t.co/CkeTPrgR2A","[{'text': 'war', 'indices': [54, 58]}, {'text': 'China', 'indices': [59, 65]}]"
2150,Montréal,1553943428555218945,2022-08-01 03:19:18,2,"US Navy arriving in Taiwan Strait. #Taiwan #Pelosi #China 

 https://t.co/90S1OJanap","[{'text': 'Taiwan', 'indices': [35, 42]}, {'text': 'Pelosi', 'indices': [43, 50]}, {'text': 'China', 'indices': [51, 57]}]"
2151,,1553943500814778368,2022-08-01 03:19:36,0,"Among those who go abroad for education from China, 7 out of 10 students do not want to return to China. #Facts #China","[{'text': 'Facts', 'indices': [105, 111]}, {'text': 'China', 'indices': [112, 118]}]"
2152,アジアの片隅,1553943515033649152,2022-08-01 03:19:39,1,"First of all, I hope that the war will end and the political situation will stabilize.
#нетвойне
#Противійни
#NoWar
#StandWithUkraine
#StandUpForUkraine
#ロシアのウクライナ侵攻に抗議する
#あらゆる戦争に反対します https://t.co/WrrdO0N82I","[{'text': 'нетвойне', 'indices': [87, 96]}, {'text': 'Противійни', 'indices': [97, 108]}, {'text': 'NoWar', 'indices': [109, 115]}, {'text': 'StandWithUkraine', 'indices': [116, 133]}, {'text': 'StandUpForUkraine', 'indices': [134, 152]}, {'text': 'ロシアのウクライナ侵攻に抗議する', 'indices': [153, 170]}, {'text': 'あらゆる戦争に反対します', 'indices': [171, 184]}]"
2153,WorldWide,1553943537083125762,2022-08-01 03:19:44,1,"Finest Tech House Vibes - Modis Chrisha《The Point》 https://t.co/sqJrxr1q0S @QQ音乐 available in China on QQMusic.
#music #China #Trending #TrendingNow #Musica #Mondayvibes #sundayvibes #Tencent @Tencent_Music https://t.co/tPT9BfttpO","[{'text': 'music', 'indices': [112, 118]}, {'text': 'China', 'indices': [119, 125]}, {'text': 'Trending', 'indices': [126, 135]}, {'text': 'TrendingNow', 'indices': [136, 148]}, {'text': 'Musica', 'indices': [149, 156]}, {'text': 'Mondayvibes', 'indices': [157, 169]}, {'text': 'sundayvibes', 'indices': [170, 182]}, {'text': 'Tencent', 'indices': [183, 191]}]"
2154,"Binghamton, NY",1553943537271689216,2022-08-01 03:19:44,1,Terrorists attack civilians. #RussiaIsATerroristState https://t.co/oXLBfcL83V,"[{'text': 'RussiaIsATerroristState', 'indices': [29, 53]}]"
2155,"Dubai, United Arab Emirates",1553943547723894784,2022-08-01 03:19:47,0,@Jerusalem_Post hope #Biden administration do things better in a way that benefits middle east.,"[{'text': 'Biden', 'indices': [21, 27]}]"
2156,"📍Artibonite, Haïti-Le Monde🌍",1553943558574546944,2022-08-01 03:19:49,2,"2️⃣ The Institute of Taiwan Studies in Chinese Academy of Social Sciences said the phrase ""Don't say we didn't warn you"" frequently came up in discussions.

The phrase was used in official media in 1962 before #China's war with #India &amp; ahead of the 1979 China #Vietnam conflict. https://t.co/Z7eiQZ0bt7","[{'text': 'China', 'indices': [210, 216]}, {'text': 'India', 'indices': [228, 234]}, {'text': 'Vietnam', 'indices': [265, 273]}]"
2157,,1553943559602163712,2022-08-01 03:19:50,1,Today marks China's #ArmyDay. It marks the 95th anniversary of the founding of the People's Liberation Army (#PLA) during the 1927 Nanchang Uprising. A flag-raising ceremony was held at Tiananmen Square in #Beijing. #PLA95 #Army #China #OnThisDay https://t.co/vIbtS1lLPv,"[{'text': 'ArmyDay', 'indices': [20, 28]}, {'text': 'PLA', 'indices': [109, 113]}, {'text': 'Beijing', 'indices': [206, 214]}, {'text': 'PLA95', 'indices': [216, 222]}, {'text': 'Army', 'indices': [223, 228]}, {'text': 'China', 'indices': [229, 235]}, {'text': 'OnThisDay', 'indices': [236, 246]}]"
