tweetid,timestamp,text
1553910700883562496,2022-08-01 01:09:16,@ChristopherJM @StateDept 💯 #russiaisaterrorisstate #PutinWarCriminal it is time the world shrinks how much Russians get to enjoy the free world. No more Russian visa! No exemptions‼️
1553910708839911429,2022-08-01 01:09:17,@POTUS How exactly do you reduce the deficit by spending $300 billion to reduce the deficit?  #Biden #recession #inflation https://t.co/O0t6XeCdKq
1553910821138452480,2022-08-01 01:09:44,"Once again #Ukraine's experts in #astrology predict that sometimes this coming fall #Russia might offer #peace deal for #Ukraine next month, but Ukraine should say no as it will lead to an even bigger #war in 10 years. I wonder if #Zelensky relies on such ""experts"""
1553910850158678016,2022-08-01 01:09:51,You might wanna see this https://t.co/0D3HOKTw3o #BidenCrimeFamilly #BidenHasCovid #Biden #BreakingNews
1553910882685444096,2022-08-01 01:09:59,"@blankness0 @KyivIndependent We each can help 🇺🇦 Pres. #Zelensky's #World U24
United24 on Twitter @U24_gov_ua and other fav site's . 👍♥️💪🇺🇦"
1553910963295993856,2022-08-01 01:10:18,@Mon8118808 @mhmck 💔💔💔Europe in 2022. #ArmUkraineNow
1553910996355334147,2022-08-01 01:10:26,Good morning everybody‼︎ What's up? We hope you'll have a wonderful week from now on. Don't lose to the coronavirus!‼︎‼︎(^_−)−☆ #kitashinch #Bar #Bartender #Uklaine #Kiev #Moscow #Otokomae #Kaiseki #Soba #StopWar #Travel #Wine #Whisky #Malt #Screen #Art #Jazz #Painting https://t.co/CmpAfuPOxv
1553911013577465856,2022-08-01 01:10:30,"NATO bombing &amp; Breakup of a Country! :”78 Days of Fear: Remembering NATO’s Bombing of #Yugoslavia ”:Without the backing of the UN SecurityCouncil,NATO struck, launching its war planes on March 24, justifying intervention as means end a humanitarian crisis! https://t.co/r5h7CGBdEl"
1553911049606381569,2022-08-01 01:10:39,"Thank you @UnitedHelpUA for support, trust and cooperation! Will win together! #StandWithUkraine https://t.co/CeygrV6jnh"
1553911117432246274,2022-08-01 01:10:55,"""Italy, Germany and Hungary will protect the airspace of the Baltic countries."" --- #ArmUkraineNow   #MoreHIMARS  #ATACMs https://t.co/VG7F3DEABd"
1553911128794681345,2022-08-01 01:10:58,"If the support of the attempted murder of Ukraine by their Russian ally isn't enough here's another reminder of just what Serbia is all about. 
 Warning gruesome footage of extreme cruelty: 
The Srebrenica Genocide https://t.co/5Z7ymgWNou #Kosovo"
1553911149397245953,2022-08-01 01:11:02,"Ite Pedicabo te ipsum, Putin!
(Latin)

#FuckPutin #IStandWithUkraine #RussiaInvadedUkraine #RussiaWarCrimes"
1553911162886144002,2022-08-01 01:11:06,".@POTUS tested twice positive for #Covid. But none for #dementia. 

Extremely cringe 🥴

#Biden #MidTerms2022"
1553911163620102144,2022-08-01 01:11:06,@naomiallen_usa Guilty of supporting Putin's aggressive and barbaric invasion of Ukraine; guilty of believing his lies; guilty of turning their back on #Donbas and #Luhansk whilst thousands died. Guilty of refusing to see what a tyrant he actually is. https://t.co/na4FZNwrWE
1553911166019469312,2022-08-01 01:11:06,"Plain terrible. #Berestove, a small village in #Donetsk region, #Ukraine, after getting bombarded by #Russians. Why did they need to annihilate a non-military target like this? (Apparently not the other village with the same name in Zaporizhia region). #Берестове #Доиецк #Украина https://t.co/ajQpAa1gAk"
1553911195115016193,2022-08-01 01:11:13,"@i_am_bluet @twittinsusan @Jillian1008 @kate626 @FidelisToJusti1 @Dudley_D_R @MBax11 @nantszc @therealltlkrow @CaMomInOz @SpireworksCo @glenlg2 @LoriRosenberg57 @G_Money11 @meg_Y12 @sweetcher62 @gweenmgwen @odinpie @Pulsa48 @not6016 @nataliejoas @DrMitchAMedina
 
A Republican judge found NO EVIDENCE of fraud in Wisconsin.  Can we all stop talking about these fantasies!

Followed all and RT'ed.

https://t.co/hxFIqTf4n2

https://t.co/qYynoWJZjD

#FBR 
#TrumpForPrison 
#DeTrumpifyAmerica
#StandWithUkraine"
1553911247556734976,2022-08-01 01:11:26,Ships loaded with grain ready to leave Odesa https://t.co/a29Y76k18z #Russia #Ukraine https://t.co/QQ7UUHuFwZ
1553911258138779655,2022-08-01 01:11:28,"If people used 2% of their brain, this world would be a much better place to live, I'm sorry that some people can't think for themselves, but someone else thinks for them. #kosovo #serbia #serbs #west #Amirca #balkan #Australia"
1553911286014316547,2022-08-01 01:11:35,"@JulianRoepcke #PutinWarCriminal seems to have decided to slowly turn Kharkiv into Mariupol.🔥
The MLRS strikes in Mariupol and Kramatorsk in 2014 were horrific warcrimes. This seems at least a daily occurance now in downtown #Kharkiv.
Russia is cancerous. 🤬 
Ukraine has already won. 💙💛"
1553911325859905536,2022-08-01 01:11:45,^^Ukraine is gathering strength for an assault on Kherson https://t.co/h7gPFqQvu8^^ - @TheEconomist #Ukraine
1553911454608285696,2022-08-01 01:12:15,"Please remember #Ukraine
#RussiaIsATerroristState
 #PutinWarCriminal https://t.co/848wtqE9Yc"
1553911496752726026,2022-08-01 01:12:25,A short introduction into the ‘Great Reset’ and the ‘World Economic Forum’ for those who want to actually want do good for the planet and it’s people. #WorldEconomicForum #FVD #D66 #GroenLinks #Biden #BBB #WEF #KlausSchwab https://t.co/EQsKozZtiZ
1553911503824224256,2022-08-01 01:12:27,"@Pandasquare1 @ByronYork @JonathanTurley Tell that to @POTUS #JoeBiden - Everything he stated since he took office is a lie &amp; destroyed the economy on purpose.  Told us 2 #SuckItUp.  #China benefited the most since he took office. His puppet master.  So, did #Ukraine - both #Hunter &amp; #BidenCrimeFamily had business with"
1553911509641842688,2022-08-01 01:12:28,"NATO + Ukraine + Kosovo = I don't think so.

#UkraineRussiaWar #Anonymous #FckPutin #StandWithUkraine #PutinIsaWarCriminal 
#RussianArmy #RussianInvasion #UkraineUnderAttaсk 
#РоссияСмотри #RussiaIsATerroristState #CancelRussia https://t.co/yZ6rLMkNhc"
1553911529505845248,2022-08-01 01:12:33,"#Biden and the #Democrats at the start of this#recession, are now raising your #taxes and that of manufacturing so it’s like they want #AmericanFailure at all costs.

https://t.co/tH69hlSFmy"
1553911538460659712,2022-08-01 01:12:35,This is how it starts in #Kosovo/The Kosovo govt postponed implementation of a decision that would oblige Serbs in the north to apply for car license plates issued by Pristina institutions over tensions between police &amp; locals that set roadblocks. https://t.co/VTwZYi0LFA
1553911593876045826,2022-08-01 01:12:48,"Russian National Charged With Spreading Propaganda Through U.S. Groups - The New York Times
More #Russia … https://t.co/8CDeFRKCDc"
1553911626188800000,2022-08-01 01:12:56,"@ClimateAudit 🔺U.S. State Dept is top salesman for global military armaments
#War is a big profit maker. Peace is not an option.
#Capitalism #MilitaryIndustrialComplex
👇
 🛑 MAJOR U.S. ARMS SALES 
https://t.co/Lu9RdZm87L"
1553911774725885952,2022-08-01 01:13:32,"How to get more likes and followers.
#WEURO2022 #BLACKPINK #WEURO2022 #BoringTag #WEURO2022 #Kosovo https://t.co/xszLeGDCrh"
1553911795357831171,2022-08-01 01:13:36,#LelekaFoundation @Leleka_FDN and #UnitedHelpUkraine @UnitedHelpUA stand with #Ukraine together! #StandWithUkraine https://t.co/r0z5MVR4WS
1553911861179039749,2022-08-01 01:13:52,"Oh, hell no! #Kremlin TV Says if #Putin Ran For U.S. President, He’d Win—and Trump Would Be His Veep #SmartNews  https://t.co/yG88zwdHg5"
1553911863859355648,2022-08-01 01:13:53,"This is why Ukraine fights.

#SlavaUkraini https://t.co/chyzBtW1fo"
1553911892992839680,2022-08-01 01:14:00,"Yesterday was #WorldDayAgainstTrafficking: @ThomsonReuters &amp; @OSCE introduced a website to help people fleeing military action in #Ukraine #BeSafe from #trafficking:
https://t.co/GS4u8Cntij
Spread the word &amp; #EndHumanTrafficking https://t.co/2UWftYChZr"
1553911930435379202,2022-08-01 01:14:09,"Joe Biden Presidential Library - Funny. Available on over 95 #redbubble products! #stickers #tshirts #mugs #masks #magnets #Biden #POTUS
https://t.co/DQeLttDgS1"
1553911964057092096,2022-08-01 01:14:17,@terror_studies Desperation setting in. #Serbia #Russia
1553912007174328320,2022-08-01 01:14:27,"#Russia is the former, #Ukraine is the latter, says #GenMilley:

“We want to uphold the concept that there’s a rules-based international order, and the powerful and the big, can’t just destroy and invade the weak and the small.” - @thejointstaff 

@ZelenskyyUa https://t.co/dKGlHkWOrp"
1553912032243732483,2022-08-01 01:14:33,"@walter_report @HIMARStime Hmmmmm.....reports have mentioned drones, not HIMARS 🤔 #RussiaIsATerroristState #ArmUkraineNow #StopRussiaNOW #StandWithUkraine"
1553912054532059136,2022-08-01 01:14:38,@Owly_Rate @ivan_8848 @NadiaInBC hard to do when the evidence #Zelensky is in power due to external #Ukraine RADA parliament NAZI say so  is publicly there for all to see
1553912063713492993,2022-08-01 01:14:40,"#Serbian #Vucic , little #Putin ,  successfully bullied , terrorized and blackmailed  #NATO , #EU over #Kosovo - #Serbia dispute , . #Serbia , little #Russia ,  uses #Russian tactics ,"
1553912090993344515,2022-08-01 01:14:47,"I was always curious, how can someone believe in a flat Earth..
But due to the recent news. May it be a subconscious fear to live on a ball? When u cannot run somewhere really far from..
#Serbia #RussiaTerroristState #WorldWarIII"
1553912092109033474,2022-08-01 01:14:47,"#NSTworld Kosovo's government late Sunday postponed for a month the implementation of new border rules that sparked tensions in the north of the country where ethnic Serbs blocked roads and unknown gunmen fired on police.

#kosovo #serbia

https://t.co/eUdanWmcOs"
1553912098475847680,2022-08-01 01:14:49,"Plain terrible. #Berestove, a small village in #Donetsk region, #Ukraine, after getting bombarded by #Russians. Why did they need to annihilate a non-military target like this? (Apparently not the other village with the same name in Zaporizhia region). #Берестове #Донецк #Украина https://t.co/ajQpAaijCk"
1553912121175560192,2022-08-01 01:14:54,"On the eve of August 1, the Third World War may ignite, which may again begin in #Serbia.
People familiar with history will understand.

#Kosovo"
1553912147905843200,2022-08-01 01:15:01,"@RpsAgainstTrump I really wish Genius Daddy Putin was here to see this magnificent golf shindig the 9-11 Saudi terrorists put together! Did anyone invite Kim Jon-Un?
#JoeSixpack
#SlavaUkraini"
1553912176011771904,2022-08-01 01:15:07,"Vintage rose pin cushion, https://t.co/ogYuE6o7CY via @EtsySocial  #giftideas #Ukraine #gardendecor #pincushionpattern https://t.co/Cn9NXd4N95"
1553912201601118208,2022-08-01 01:15:13,@Circonscripti18 more #russian lies https://t.co/HzRvDELjRZ
1553912253765668864,2022-08-01 01:15:26,"@BBCWorld Add cereal killer to long list of Putin's crimes.
#UkraineWar"
1553912257771438080,2022-08-01 01:15:27,"@GOP Thanks to trump, your support of #Putin and people's selfish need to buy."
1553912274187784192,2022-08-01 01:15:31,"@MaxBoot #BoycottRussia
List of companies still financing Putin's atrocities
@armani
@ASICSamerica
@Auchannews
@benetton
@BICGroup
@CarlsJr
@DIESEL
@clarinsusa
@fujifilm
@HardRock
@Huawei
@KochIndustries
@LACOSTE
@Legrand
@leroymerlinfr
@oppo
@TGIFridays
@ZTEPress
https://t.co/G9oEWr1DDD"
1553912307339632642,2022-08-01 01:15:39,"@EpochOpinion In financial terms it is not impossible, nevertheless the complexity of the whole lot is a simple “trustworthy system”. This ding dongs or invasive twins #Putin #XiJinping just don’t have it. 😂 sound like another #BRI 2.0, one belt one road one bankrupt."
1553912315501842432,2022-08-01 01:15:40,Hard To Kill: Why HIMARS Is So Difficult To Intercept? #Russia #Moscow #PutinHitler #Ukraine #Kyiv #Donbas #UkraineWar #Europe #France #Germany #UK #Canada #USA #Australia #Poland #NATO #Finland #Sweden https://t.co/JirZBxh2gX
1553912370958843904,2022-08-01 01:15:54,"AT105 ""Saxon"" ..another rolling coffin supplied to #Kiev #Ukrop #AFU by the criminal + corrupt perfidious Albion collective west... ☠️☠️☠️☠️☠️☠️
#UkraineWar  
#Z #ZOV https://t.co/zPawtCeBQF"
1553912380593143808,2022-08-01 01:15:56,"More | #NuclearWarNews 

The #Ukraine war may ring the knell for #nuclear arms control | Can negotiators in New York stop an #atomic free-for-all? 

https://t.co/77LnY88Wt7"
1553912452420624384,2022-08-01 01:16:13,"@MID_Kaliningrad @mfa_russia @PMSimferopol @KaliningradReg @RusEmbSwe @RusEmbNo @rusemb_pl @RusBotschaft @RusEmbEst @armscontrol_rus @MidMurm Sure… very happy!
#russiaisaterrorisstate https://t.co/4pUwMSCkRy"
1553912465813127168,2022-08-01 01:16:16,How green forests are being destroyed in Seattle/WA by greedy developers. Who is giving out these permits @nytimes #Serbia #Cuomo #HarryStylesPortugal #SeattleMariners https://t.co/w0ak5BsaqD
1553912488328142848,2022-08-01 01:16:22,"Lat: 31.59283° Lng: -89.25202°
Ellisville turner road, Mississippi.
#doxxed #AntiMap #HateCrime #HateSpeech #thepersonwholiveshereisapedophile #doxx #dox #leakedadress #ip #NewJeans #Newsnight #WEURO2022 #Serbia #itscomehome #TXTPALOOZA #TREASUREinBANGKOK #TREASURE https://t.co/uqDenPSEQk"
1553912524696862721,2022-08-01 01:16:30,"#Kosovo leadership is too decent and civilized , they will not be able to face evil of #Vucic , #Serbian butcher , a protegee of #Putin"
1553912593223401474,2022-08-01 01:16:47,"@RobertDKelso @PaulEmbery Given you support the far-right Ukrainian regime that has been condemned for colluding with neo-Nazis in crimes against women and minority groups, maybe take a long, hard look at yourself before making a criticism of others.
#Ukraine #Nazis 
#StandWithDonetsk 
#StandWithLuhansk https://t.co/C45H1QySTg"
1553912701210042368,2022-08-01 01:17:12,"Ukraine war: Zelenskyy orders mandatory evacuation of Donetsk region as fighting intensifies World News
#ukraine #order #evacuation https://t.co/I4BON1zYRX"
1553912707740491776,2022-08-01 01:17:14,"Exclusively @Kinoscope... One of a kind work ""It Would Piss Me Off To Die So Young..."" by Filipe Abranches

See it now: 
https://t.co/SddEpNIOJj…

#film #cinema #streaming #movie #war https://t.co/j9hV5a5g2H"
1553912809146269698,2022-08-01 01:17:38,This dude on discord literally admits hes racist. Y'all hes taking it as a joke? #racist #whiteboy #racists #WEURO2022 #Discord #racism #Serbia #BLACKPINK #BORNPINK #WEuro2022Final https://t.co/YPZw5RG0sj
1553912902154944512,2022-08-01 01:18:00,"*FEATURES OF  META FORCE*
𝙈𝙀𝙏𝘼𝙑𝙀𝙍𝙎𝙀 &amp; 𝙒𝙀𝘽 3.0
*🪙 FORCE COIN*
*✅ NFT,s Marketplace*
*✅ Trader,s CLUB*
*✅ ACADEMY*
*✅ Marketing Tools*
*&amp; Etc*
*Join Us With The Link Below And Experience Greatness*👇👇👇👇
https://t.co/4tFxaB48vJ
💥💥💥💥💥
#WEURO2022 #Serbia https://t.co/lvpQmjmkhs"
1553912928058966016,2022-08-01 01:18:07,"So pu$$y neck #Mikepompro come out of his tornado bunker, to shot at President Biden. Mike your fat huge ass will always will be connected Trump , Remember bounty by #Putin on US soldier heads 
https://t.co/On4bGg4U6J"
1553912954885644288,2022-08-01 01:18:13,"Ukrainian defenders at the frontlines.
#Ukraine #UkraineWillWin #ArmUkraineNow https://t.co/uWl2QB8IyM"
1553912956617953281,2022-08-01 01:18:13,Is It Just Me Or Does Fortnite Just Feel Really Crappy Right Now? #fortnite #WEURO2022 #Serbia #BLACKPINK #HarryStylesPortugal
1553912959449038849,2022-08-01 01:18:14,Vladimir Putin ‘preparing plans for evacuation’ if Ukraine overcomes his troops in war that has lasted 162 days so far | Sky News Australia #SmartNews #russia #ukraine #truth #putin https://t.co/LLw8Z14xgc
1553913007876542465,2022-08-01 01:18:26,"Send me 200 BTC if you’re a bitcoin whale, since my pfp is so cute &gt;:) My BTC address is on my profile’s Tip icon #Serbia #binance #Bitcoin #OMMilan"
1553913028697014273,2022-08-01 01:18:31,"When idiots say stupid things, there are always followers. After the governor of #Mykolaiv offered for locals to snitch on each other for $100, the Head of the military administration of Krivoy Rog Oleksandr Vilkul offers $135 of his money for each local ""spy"" arrested. #Ukraine https://t.co/24zfPEIcYS https://t.co/OJbRCzInOh"
1553913162247950337,2022-08-01 01:19:02,"Fick dich, Putin!
(German)

#StopRussianAggression #RussianWarCrimes #FuckPutin #PutinsWar"
1553913184137854977,2022-08-01 01:19:08,Biden remains positive for Covid-19 but continues to feel well: Doctor https://t.co/GaDnNLcoR7 #Biden #Coronavirus #COvid #COVID19 #JoeBiden
1553913193650655232,2022-08-01 01:19:10,"Happy to announce... 33% Of the supply is sold!

@warlandgame 

https://t.co/sBMLqIjZIU

https://t.co/9M4YwJJseu

#warland #war #game #p2e #solana #NFTCommmunity #NFTdrop #MintOfTheDay https://t.co/j7Xl9pqVFE"
1553913218015313920,2022-08-01 01:19:16,Reality of Ukraine war hidden from Fortress Russia - BBC News https://t.co/J7CxyYoeME #UkraineRussiaWar #UkraineUnderAttaсk #UkraineWar
1553913224210579456,2022-08-01 01:19:17,"@jacksonhinklle After stealing Serbian land, #NATO forces allowed this to happened. https://t.co/0UuVC64cTL"
1553913237862760450,2022-08-01 01:19:20,"@michaelpbreton @RealAndyLeeShow @MaajidNawaz @rustyrockets @returnofTERESA @gregg_re @ralphblu @laralogan @mtaibbi @RobertKennedyJr @ZelenkoZev @Snowden @ggreenwald @michaeltaube @rupasubramanya @_whitneywebb @CramerSez @CandiceMalcolm @palkisu @sophiadahl1 @AndersonAfDMdEP @BenSwann_ @MRobertsQLD @ElliotKaufman6 @Eugene_Scott @JamesRosenTV @glennbeck @gbn @FLSurgeonGen @ChanelRion @RonPaul @TuckerCarlson @LeslynLewis @abigailmarone @ChristinaPushaw @AGAshleyMoody @madelinemeeker @joe_warmington @Resist_05 @RalphNader @JesselynRadack @SDonziger @RandPaul @TulsiGabbard @backtolife_2023 @Cernovich @RonDeSantisFL @TheRealKeean @tiktok #Biden tacitly acknowledges one shouldn't assume he's not corrupt..not like he didn't warn u about him and all in office  ....
#Biden is a complete #corrupt freak...
Y'all... Need to know ..
#CORRUPTION https://t.co/NxTpV26IGt"
1553913336303083523,2022-08-01 01:19:44,"@DevinPifer @FrankN86182054 @TomUnknown21 @NATO @jensstoltenberg @POTUS @OlafScholz @EmmanuelMacron Ugh please. It was a very painful decision to 44 million Ukrainians millions more Africans and those starving. 
@jensstoltenberg should visit some #Ukrainian hospitals or Concentration camps #Russia is holding POWS in or the Russian torture facilities they've had since 2014"
1553913404712173572,2022-08-01 01:20:00,Check out Julia's video! #TikTok https://t.co/s3lT68w2P2 #chrisrock #kosovo #RHOA Bill Russell #BillRussell #LtUhura  Chris Rock #StarTrek Star Trek Nichelle Nichols
1553913478074843136,2022-08-01 01:20:18,"putin's #russia as the ussr but on religion &amp; (much more) alcohol?

(this is coming from someone who grew up in russia)"
1553913486144843776,2022-08-01 01:20:20,"@RusEmbassyFXXK Moskva sank, Putin will not pay his soldiers...
The stupid game is over and they lose. Farewell, 🇷🇺!!
#StopRussiaNOW #StopRussianAggression #NAFO https://t.co/MaDM5DdUDQ"
1553913583892930561,2022-08-01 01:20:43,"#TFIglobal, July 31.
#Russia's BIGGEST EVER #Offer to #Poland.
Dimitri #Medvedev suggests a map of
Ukraine after the War.
Russian speaking parts become Russian,
Poland gets the West (Lviv),
Hungary &amp; Romania parts,
""Kiev"" as small as Belgium:

https://t.co/hAgokOzmkP via @YouTube"
1553913591090364417,2022-08-01 01:20:45,Tensions Rise Again Along #Serbia-#Kosovo Border As Protesters Block Crossings #Balkans https://t.co/qEdLtD27A9
1553913603815776256,2022-08-01 01:20:48,Tension escalating in #Mitrovica #kosovo. Hopefully KFOR and the Carabiniere can keep it bottled.
1553913615958167554,2022-08-01 01:20:51,"@GOPChairwoman Started by #Trump allowed to continue by #Biden. Not hidden, all access. #Nothingburger . 

One small charge given to an unvestigator. Subsequently dismissed. 

#nothingburger  

Why, because their was and is nothing.

#gopfantasy"
1553913691099529216,2022-08-01 01:21:08,"within the past month #no_Japanese companies have announced a suspension or cessation of operations in #Russia. Since Russia became subject to numerous sanctions due to its military operation in Ukraine
 168 listed Japanese companies working in Russia
No Rush To Leave Russia (RT)"
1553913735256817664,2022-08-01 01:21:19,"#putin: ""Cheers to me! I will now be under Hitler in the history books as one of the biggest piece of crap humans in history! The current European and USA administrations let me do it! They even announced it in advance for everyone to see!"" https://t.co/Z3GMPnyLoz https://t.co/5yNNhQ3w2N"
1553913749618270209,2022-08-01 01:21:22,"comms open! starting @ 4k &amp; ($12.50) per fit, dm me on discord vic;3#8367 #roblox #rblx #robloxdev #robloxgfx #RobloxCommissions #royalehightrades #RT #robloxclothing #robloxclothes #robloxgroup #robloxclothinggroup #WEURO2022 #Serbia #BORNPINK #BLACKPINK #adoptme #commissions https://t.co/cILgUf6num"
1553913752680005639,2022-08-01 01:21:23,"Fight Telegram🔥🔥✅️
https://t.co/hEwT45RpZ3
#Telegram #fightsatschool #Serbia #gorecore https://t.co/h0Kuykekdj"
1553913765523066882,2022-08-01 01:21:26,Blue: #standwithukraine #peaceforukraine #stopthewar #nowarplease #blue #draweveryday #ded2022 @Refugees @FargoVillage @weareunltd https://t.co/6yTOm9UmFH
1553913823505125377,2022-08-01 01:21:40,"fyi: @NATO is STILL leading peacekeeping ops in #kosovo 🇽🇰 since 1999 WOAH. 🫡 

#WeAreNATO #WeAreNAFO #NATO #NAFO https://t.co/QLEj0MtVRX"
1553913836700401668,2022-08-01 01:21:43,"@alexbruesewitz And it was all funded by them good guys who brought us 9-11. Is that ironic?
#JoeSixpack
#SlavaUkraini"
1553913848066875394,2022-08-01 01:21:46,"today. America's alibi for her atrocities is: to defend demo-cracy (demonstration of craziness).

China is following America's footsteps. She is also interested in becoming a world power but through soft power. China has been lending huge money to
#Serbia #China"
1553913858548441088,2022-08-01 01:21:48,"and the other is, using the money power..to lure poor nations into her net. 

Russia is different from the USA and China in every way including her foreign ambitions. Russia is an oil rich nation with vast land size. Russia is also naturally rich with gold,
#Russia #Russian"
1553913857168531456,2022-08-01 01:21:48,"It is make or break movement  for #Kosovo . choice is yours , stand up to #Serbian tyranny or be a slave of these #chitneks"
1553913874826543104,2022-08-01 01:21:52,"her people in the neighborhood. Russia has no imperial ambitions. Russia only want her sovereignty and her people to be secured and respected.
#itscomehome #Twitter #tiktok #WEuro2022Final #RussianArmy #UkraineRussiaWar #world #UnitedShadesOfAmerica #sanctions"
1553913926756212738,2022-08-01 01:22:05,@ValerieannF #Biden is doing this same thing
1553914138543263744,2022-08-01 01:22:55,#Serbia will be subject to do immediate cyberkinetic attack should they move forward with an attack on #Kosovo . #Ukraine backed #cyberwarfare groups will come to defense of our ally. https://t.co/qm3HxkweWV
1553914145434505217,2022-08-01 01:22:57,"**Daily Service Announcement**

#Russian produces the most ""incest porn"" in the world. Incest is also legal. Russia is also top 3 for rates of incest in the world with Uzbekistan and Turkmenistan the only higher. So if your looking for a date, skip tinder and hit a family reunion https://t.co/RwkI5ksM9d"
1553914204616376326,2022-08-01 01:23:11,@KCPayTreeIt #Biden caught it again even after the latest new drug from phizer
1553914216083595265,2022-08-01 01:23:14,"@hiitaylorblake There was some scuttlebutt around you being racist somehow. I don't know why, but that was happening.
#JoeSixpack
#SlavaUkraini"
1553914224434462720,2022-08-01 01:23:16,"Happy to announce... 33% Of the supply is sold!

@warlandgame 

https://t.co/icIB4kQGC8

Mint 1 NFT 👉 Get 1 FREE  
👇👇👇

https://t.co/2matKVFnuz

#warland #war #game #p2e #solana #NFTCommmunity #NFTdrop #MintOfTheDay https://t.co/y4yNevmNd1"
1553914316889493506,2022-08-01 01:23:38,"23-Year-Old Co-Pilot Dies After Exiting Plane Without Parachute 
https://t.co/Qa5dzFnwa3 
#Biden #NBC #MSNBC #CNBC #India #CNN #World #shorts #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
1553914321091973120,2022-08-01 01:23:39,"#Russia's Gazprom complains about other turbines on Nord Stream system 
#ongt #lng #ongt

https://t.co/q8FkA7ORHL"
1553914350414581761,2022-08-01 01:23:46,"Those #Russian and #Serbian agents , who putup road blocks in #Mitrovica , #Kosovo should be apprehended and tried by law and punished for treachery"
1553914357033082894,2022-08-01 01:23:47,"As in 1914, the Balkans are a tinderbox of Europe ready to start the fire. #Kosovo #KosovoSerbia https://t.co/obAFtesJGY"
1553914374926082049,2022-08-01 01:23:51,Help Ukraine with all the means necessary! #UkraineRussiaWar
1553914404722290688,2022-08-01 01:23:59,#India to roll out red carpet for #Maldives President Ibu Solih ⁦@ibusolih⁩ - The Economic Times #Economy #Jobs #IndiaFirst #China #BRI #War #IndianOcean #Security  https://t.co/Jyv3hLfz1S
1553914424070914048,2022-08-01 01:24:03,"Ukraine’s large contingent of female soldiers are highly respected and fully integrated, performing combat duties and serving as commanders #Ukraine https://t.co/4lLMfPfpBj"
1553914421809975296,2022-08-01 01:24:03,"#Russia is boosting natural gas shipments to China as it curbs flows to Europe, a dynamic that may offer some respite from the unprecedented rally in energy costs, according to Accenture https://t.co/IVnhK2awHS via @markets"
1553914456236777472,2022-08-01 01:24:11,I don’t suppose #Putin helped with Ivana’s plot? https://t.co/ZnSkCaBb8E
1553914493708783616,2022-08-01 01:24:20,"@nexta_tv So called #Kosovo self proclaimed provisional government is provincial government not a member of #UN, #UNESCO, or #INTERPOL, NOT RECOGNIZED by 6 billion people or more than 90% of the world population. Kosovo is a province in #Serbia by any law being externally regulated by UNSC"
1553914531709165568,2022-08-01 01:24:29,"(Daily Star):#Putin says navy will receive 7,000mph nuclear missiles in new 'threat to the #West' : Vladimir Putin has signed a navy doctrine in his latest threat to Western enemies, which includes the introduction of the .. https://t.co/X4Ze3BelYr"
1553914550524809216,2022-08-01 01:24:33,Biden! Now has Virus for 2d time! Really? They have lied so many times that i do not believe them! I think Biden has physical problems not related to the virus! I think he has deeper mental problems and they are trying to rehab him!#Biden!
1553914588021784576,2022-08-01 01:24:42,"This is the #Dimitri #Medvedev #Map of
after-war #Ukraine.
#Russia only wants to #Liberate the #Russian #Speaking parts.
Most of the rest is offered to #Poland,
other parts to #Hungary &amp; #Rumania:
Click below the Map for more. https://t.co/sclvxEB4vv https://t.co/GS7D7OSuOz"
1553914590769078273,2022-08-01 01:24:43,"While some are silent about the war in Ukraine, others remain silent forever.  Olenivka... 07/29/22 #RussiaTerroristState #Olenivka #UkraineRussiaWar https://t.co/02kKeSULEr"
1553914666593800193,2022-08-01 01:25:01,So #Serbia starts something fishy against #Kosovo. A poor attempt to divert the attention from #UkraineWar. Ridiculous that suck ups to #Russia want a place in #EU.
1553914667541602308,2022-08-01 01:25:01,"@ShulimLeifer @Brooksie458 @NYPDnews Exactly. 

Keep up the great work @ShulimLeifer !!!! #SlavaUkraini #HeroyamSlava🌻🇺🇦🌻"
1553914737637072896,2022-08-01 01:25:18,@bob_weebl @ivan_8848 LIE Donbas voted for independence &amp; then dubbed the ATO were attacked by #Ukraine army Then for 8 years 🇺🇦shelled the DPR &amp;LPR cities/villages/civilians daily Under 1994 Budapest accord annex11 Russia back then the right to intervene but didn't until Feb 24 2022 cc @corybernardi https://t.co/ewJ5btAZyO
1553914756947484672,2022-08-01 01:25:23,"#UkraineWar   Should've been done 6 months ago.  : Ukrainian President Volodymyr Zelensky announces mandatory evacuation from Donetsk region.
https://t.co/PtJgsyocvN

via @GoogleNews"
1553914769006120961,2022-08-01 01:25:25,"@SeanOBriain @blabkaj0 @Susanibar14 @championBTC @dvoglavakita @Mrfool61Dev @DarnelSugarfoo You're not making a coherent argument.

#Donbass is not a part of #Ukraine. It never will be unless the people of #Donbass vote for such a thing.

Until then, you're just going to have to deal with it. Conversation over."
1553914769714737152,2022-08-01 01:25:26,"#UkraineRussianWar #WarCrimes 

Are the world still watching Russia committing crimes in Ukraine ?  Same as watching #CCP committing crimes in #Xinjiang....

https://t.co/AaueXdKmkb"
1553914799783923715,2022-08-01 01:25:33,#Putin it’s time to stop the war in Ukraine. Be a statesman. #UkraineWar
